store_code,report_date,ro_count,labor_sales,parts_sales,labor_hours,cp_labor_sales,warranty_labor_sales,internal_labor_sales
CR3,2026-06-13,27,7029.76,5579.77,47.5,4581.37,1788.24,660.15
CR3,2026-06-14,5,1083.60,1027.06,7.2,638.53,445.07,0.00
CR3,2026-06-15,47,11334.29,10527.24,77.2,7831.28,2298.13,1204.88
CR3,2026-06-16,55,14194.51,12611.97,94.7,10294.41,2691.95,1208.15
CR3,2026-06-17,53,14223.00,11489.83,93.4,11119.59,1713.82,1389.59
CR3,2026-06-18,48,12297.74,10172.44,81.2,9188.18,2112.56,997.00
CR3,2026-06-19,48,12809.48,9945.27,84.5,9785.25,2053.34,970.89
CR3,2026-06-20,27,6750.31,5565.94,43.7,5445.15,915.92,389.24
CR3,2026-06-21,9,2268.63,2236.10,15.3,1783.59,170.65,314.39
CR3,2026-06-22,50,12577.71,10754.23,82.2,9092.98,3029.39,455.34
CR3,2026-06-23,59,14851.78,11853.51,103.2,9067.49,3867.44,1916.85
CR3,2026-06-24,61,15675.11,12202.67,108.7,10205.22,3436.61,2033.28
CR3,2026-06-25,53,14037.05,11845.63,91.5,10474.08,2742.50,820.47
CR3,2026-06-26,54,13411.74,9542.13,92.9,8320.95,3648.80,1441.99
CR3,2026-06-27,41,9729.10,7796.03,65.0,6571.87,2435.88,721.35
CR3,2026-06-28,10,2904.34,2297.21,20.8,2109.84,257.90,536.60
CR3,2026-06-29,41,9626.50,7406.44,65.1,6525.10,2232.54,868.86
CR3,2026-06-30,50,11532.28,10166.96,78.7,6807.75,3712.37,1012.16
CR3,2026-07-01,67,16929.01,13879.07,113.3,11953.28,3104.55,1871.18
CR3,2026-07-02,63,18031.10,13994.69,115.7,13322.45,4379.10,329.55
CR3,2026-07-03,48,13612.53,10998.81,85.4,11306.53,1973.79,332.21
CR3,2026-07-04,24,6092.96,4990.92,41.0,3843.86,1816.94,432.16
CR3,2026-07-05,11,2480.57,1731.67,16.9,1533.61,799.13,147.83
CR3,2026-07-06,49,12432.33,11466.00,84.3,8300.15,3196.26,935.92
CR3,2026-07-07,47,14428.59,13294.30,88.6,12724.49,1704.10,0.00
CR3,2026-07-08,54,14341.66,11960.25,93.9,10766.86,2662.21,912.59
CR3,2026-07-09,47,10525.51,9098.68,68.7,7638.37,2435.11,452.03
CR3,2026-07-10,50,13854.10,11369.98,90.4,10217.04,2852.63,784.43
CR3,2026-07-11,24,6904.88,5045.79,44.4,5420.44,1172.59,311.85
CR3,2026-07-12,4,1138.93,846.03,7.2,1007.09,131.84,0.00
CR3,2026-07-13,47,14008.86,10822.62,90.5,10268.39,3060.82,679.65
CR3,2026-07-14,36,9785.38,6745.07,62.9,7045.74,2664.08,75.56
CR3,2026-07-15,40,11005.77,9766.73,70.5,8796.57,1640.87,568.33
CR3,2026-07-16,43,11620.75,9785.78,78.5,7544.56,3149.56,926.63
CR3,2026-07-17,39,8892.88,7330.53,60.0,6403.58,1467.99,1021.31
CR3,2026-07-18,39,9566.13,8348.54,63.4,6976.84,1707.89,881.40
CR3,2026-07-19,6,1341.70,1121.15,8.4,1257.68,84.02,0.00
CR3,2026-07-20,46,11947.30,10303.39,75.6,9974.07,1338.07,635.16
CR3,2026-07-21,56,15491.41,12958.95,99.2,13424.97,1162.17,904.27
CR3,2026-07-22,51,12238.75,10923.78,81.2,8690.70,2685.13,862.92
CR3,2026-07-23,43,11600.54,8973.85,76.5,7486.94,3678.65,434.95
CR3,2026-07-24,57,14521.42,13232.79,96.0,9844.58,3970.72,706.12
CR3,2026-07-25,29,7541.75,5341.02,48.8,5522.23,1747.45,272.07
CR3,2026-07-26,6,1282.80,1045.18,10.1,703.09,0.00,579.71
CR3,2026-07-27,51,13523.23,12476.07,87.2,10926.54,1904.97,691.72
CR3,2026-07-28,52,12911.93,10012.44,84.8,9464.98,2577.60,869.35
CR3,2026-07-29,43,12736.90,11888.84,83.9,9560.17,2287.59,889.14
CR3,2026-07-30,53,12647.68,11576.93,84.1,8371.43,3582.40,693.85
CR3,2026-07-31,57,14184.27,11843.29,97.0,8740.18,4212.68,1231.41
CR3,2026-08-01,29,7266.11,5199.47,47.7,5520.91,1268.70,476.50
CR3,2026-08-02,3,866.21,741.90,5.3,866.21,0.00,0.00
CR3,2026-08-03,35,9243.39,7344.45,59.0,7587.61,1427.07,228.71
CR3,2026-08-04,57,15313.80,11799.40,100.4,11831.96,2238.90,1242.94
CR3,2026-08-05,45,12206.72,10465.77,81.0,9087.39,2083.88,1035.45
CR3,2026-08-06,46,11895.65,9997.65,77.8,8698.41,2387.57,809.67
CR3,2026-08-07,45,10840.22,9977.94,72.1,7836.57,2028.34,975.31
CR3,2026-08-08,25,6846.73,4955.11,45.0,5279.33,1023.20,544.20
CR3,2026-08-09,5,1293.83,1161.11,8.5,967.06,269.28,57.49
CR3,2026-08-10,42,11678.34,10960.35,73.9,9625.43,1677.59,375.32
CR3,2026-08-11,45,12815.96,11688.49,83.0,10526.29,1236.74,1052.93
CR3,2026-08-12,56,14494.46,11682.43,95.8,9999.21,3642.78,852.47
CR3,2026-08-13,55,14223.44,12287.04,98.7,10049.08,1805.63,2368.73
CR3,2026-08-14,41,11418.31,9797.52,72.9,8189.98,3173.44,54.89
CR3,2026-08-15,37,9178.71,8027.73,59.1,7875.51,725.08,578.12
CR3,2026-08-16,9,2500.70,2339.68,17.7,1694.94,386.90,418.86
CR3,2026-08-17,49,11871.15,10924.69,80.6,7612.23,3252.84,1006.08
CR3,2026-08-18,49,11697.83,9945.48,79.1,7575.38,2920.72,1201.73
CR3,2026-08-19,47,12818.18,10627.84,84.7,9819.20,1763.69,1235.29
CR3,2026-08-20,51,14939.44,12087.12,97.2,10329.92,4280.31,329.21
CR3,2026-08-21,50,11166.24,8482.69,74.4,7378.68,3267.48,520.08
CR3,2026-08-22,31,9275.79,7225.81,59.9,6664.28,2343.42,268.09
CR3,2026-08-23,9,1826.55,1444.75,11.9,1258.83,520.18,47.54
CR3,2026-08-24,40,9882.53,7671.06,64.2,7249.10,2323.20,310.23
CR3,2026-08-25,49,11746.64,10426.10,79.0,8805.44,1824.00,1117.20
CR3,2026-08-26,59,12375.94,9857.15,81.4,8923.15,2688.93,763.86
CR3,2026-08-27,51,13826.74,12698.39,92.4,10036.40,2571.48,1218.86
CR3,2026-08-28,45,11531.47,9598.61,78.7,8034.15,1917.95,1579.37
CR3,2026-08-29,31,7764.16,7204.96,52.0,5190.09,1982.47,591.60
CR3,2026-08-30,4,820.37,476.65,5.3,515.39,304.98,0.00
CR3,2026-08-31,49,13459.91,11554.49,91.2,8584.55,3840.05,1035.31
CR3,2026-09-01,42,12760.16,10644.50,80.0,10547.32,1882.74,330.10
CR3,2026-09-02,55,14502.27,11421.37,98.5,9357.05,3896.54,1248.68
CR3,2026-09-03,30,8473.27,8431.23,56.4,5595.11,2356.79,521.37
CR3,2026-09-04,27,6184.51,4688.64,40.5,4771.87,942.12,470.52
CR3,2026-09-05,12,3183.72,2264.49,23.0,1740.52,721.69,721.51
CR4,2025-09-01,27,7116.77,5754.66,48.8,4494.52,1856.69,765.56
CR4,2025-09-02,31,7953.46,6672.60,54.2,5690.61,1332.03,930.82
CR4,2025-09-03,43,12139.64,10987.63,78.5,9466.60,2063.54,609.50
CR4,2025-09-04,39,10131.75,8858.24,64.0,8110.54,1915.79,105.42
CR4,2025-09-05,48,13660.66,9755.34,92.0,9697.74,2751.55,1211.37
CR4,2025-09-06,29,7692.04,7200.97,51.2,4458.53,2879.46,354.05
CR4,2025-09-07,5,1828.05,1906.10,10.9,1828.05,0.00,0.00
CR4,2025-09-08,36,9213.14,7490.20,59.3,7310.60,1441.21,461.33
CR4,2025-09-09,48,13574.02,11881.77,85.5,11198.87,1950.75,424.40
CR4,2025-09-10,44,11071.81,9803.65,70.7,8633.00,1988.60,450.21
CR4,2025-09-11,48,12864.24,10471.76,88.4,8751.04,2443.59,1669.61
CR4,2025-09-12,52,12345.94,10719.27,81.5,9611.60,1552.89,1181.45
CR4,2025-09-13,29,8154.56,6779.64,54.5,6071.99,1115.85,966.72
CR4,2025-09-14,10,2892.39,2305.34,17.4,2540.06,352.33,0.00
CR4,2025-09-15,31,7639.90,5701.57,50.1,5831.96,1310.58,497.36
CR4,2025-09-16,43,12395.77,11198.42,79.8,10132.63,1362.20,900.94
CR4,2025-09-17,38,9439.66,7803.90,60.2,6972.79,2199.71,267.16
CR4,2025-09-18,45,12408.74,11265.05,83.1,8167.97,3509.28,731.49
CR4,2025-09-19,53,13355.52,11152.03,85.3,10213.41,2631.18,510.93
CR4,2025-09-20,29,7957.05,6392.94,51.2,6321.34,1191.04,444.67
CR4,2025-09-21,5,1219.81,1127.56,7.6,958.04,261.77,0.00
CR4,2025-09-22,44,12026.16,10547.15,80.1,9115.61,1822.37,1088.18
CR4,2025-09-23,53,14699.23,13128.09,94.6,11759.76,2398.67,540.80
CR4,2025-09-24,38,10970.19,8497.30,68.8,8302.09,2668.10,0.00
CR4,2025-09-25,35,9111.84,7660.61,61.3,6080.96,2088.76,942.12
CR4,2025-09-26,45,11803.43,10800.84,81.3,7575.97,2860.05,1367.41
CR4,2025-09-27,31,8279.23,7825.20,54.3,5597.72,2351.19,330.32
CR4,2025-09-28,9,2477.93,2303.42,16.8,1730.37,613.38,134.18
CR4,2025-09-29,36,10119.24,8040.16,63.2,9128.44,710.70,280.10
CR4,2025-09-30,38,10179.54,7564.73,66.8,7534.97,2010.55,634.02
CR4,2025-10-01,39,9622.43,8216.27,63.1,6803.51,2228.91,590.01
CR4,2025-10-02,50,11776.45,10055.62,79.3,8401.79,1951.70,1422.96
CR4,2025-10-03,38,7736.46,7286.17,56.2,3698.03,2822.38,1216.05
CR4,2025-10-04,31,8540.93,7669.04,58.5,6036.82,1372.14,1131.97
CR4,2025-10-05,7,1483.11,1274.54,11.8,799.95,183.32,499.84
CR4,2025-10-06,43,10560.42,9215.30,66.2,9194.92,1105.19,260.31
CR4,2025-10-07,34,9382.35,8113.06,65.1,6096.22,2070.77,1215.36
CR4,2025-10-08,48,11831.59,9425.06,78.5,8990.41,1810.66,1030.52
CR4,2025-10-09,61,16874.57,13083.92,110.5,12090.65,3893.27,890.65
CR4,2025-10-10,44,11540.73,10027.75,74.1,9637.65,1263.67,639.41
CR4,2025-10-11,16,3897.65,3618.47,25.2,2951.10,754.29,192.26
CR4,2025-10-12,6,2070.77,1807.13,14.1,1262.94,632.90,174.93
CR4,2025-10-13,33,9248.92,7915.47,63.4,6341.75,1630.66,1276.51
CR4,2025-10-14,53,13178.62,11208.30,88.0,9570.71,2276.70,1331.21
CR4,2025-10-15,56,13427.65,11422.68,88.0,9431.13,3424.94,571.58
CR4,2025-10-16,32,7823.84,7389.18,49.7,6748.47,574.49,500.88
CR4,2025-10-17,48,10255.04,8633.62,69.6,7124.29,2086.44,1044.31
CR4,2025-10-18,19,5205.36,3398.74,34.6,3794.19,849.16,562.01
CR4,2025-10-19,2,419.31,507.97,4.3,0.00,79.40,339.91
CR4,2025-10-20,41,10447.30,9015.60,70.2,7706.60,1515.64,1225.06
CR4,2025-10-21,41,9872.31,8111.02,67.0,6527.11,2411.34,933.86
CR4,2025-10-22,47,11421.21,9501.46,74.4,9266.76,1122.09,1032.36
CR4,2025-10-23,63,16498.59,11865.60,111.4,11725.62,2801.73,1971.24
CR4,2025-10-24,43,10474.79,8951.39,70.9,7438.16,1842.86,1193.77
CR4,2025-10-25,18,4963.77,4054.91,32.5,3531.94,1190.58,241.25
CR4,2025-10-26,7,1397.00,860.57,9.4,732.95,664.05,0.00
CR4,2025-10-27,47,11604.00,10864.97,75.7,8540.08,2659.71,404.21
CR4,2025-10-28,46,11561.78,9617.85,78.7,7789.81,2352.15,1419.82
CR4,2025-10-29,45,9925.60,8216.28,68.9,5848.52,2954.82,1122.26
CR4,2025-10-30,45,11481.33,8591.42,75.4,7642.54,3229.34,609.45
CR4,2025-10-31,45,11889.00,9944.13,81.7,7405.89,3175.79,1307.32
CR4,2025-11-01,30,7463.05,6729.72,51.8,5282.80,994.54,1185.71
CR4,2025-11-02,13,3570.15,3553.66,24.7,2149.29,1069.09,351.77
CR4,2025-11-03,38,10441.74,9548.49,68.8,7189.18,2571.38,681.18
CR4,2025-11-04,51,13614.69,9909.81,88.6,10150.88,2759.51,704.30
CR4,2025-11-05,48,13042.97,10750.30,87.7,8256.86,3877.13,908.98
CR4,2025-11-06,42,11012.81,9040.56,74.6,6722.64,3475.30,814.87
CR4,2025-11-07,52,13990.46,12667.86,93.4,10721.13,1450.13,1819.20
CR4,2025-11-08,25,5514.96,4482.38,36.6,3579.79,1701.32,233.85
CR4,2025-11-09,5,1145.28,1157.62,7.8,854.71,154.42,136.15
CR4,2025-11-10,45,10532.41,9170.80,70.7,7398.99,2354.82,778.60
CR4,2025-11-11,42,10550.16,8390.26,71.2,6941.98,2911.49,696.69
CR4,2025-11-12,40,10339.83,8494.02,69.5,6594.78,3264.10,480.95
CR4,2025-11-13,54,15194.32,12839.37,101.4,9436.07,4949.00,809.25
CR4,2025-11-14,50,12612.26,9672.42,87.0,8676.69,1902.65,2032.92
CR4,2025-11-15,33,9331.06,5694.95,62.8,6425.04,1874.22,1031.80
CR4,2025-11-16,7,1968.44,1951.92,12.1,1695.76,272.68,0.00
CR4,2025-11-17,32,10186.87,9284.91,71.4,6350.12,2294.11,1542.64
CR4,2025-11-18,39,10324.21,7723.40,68.0,7843.66,1624.93,855.62
CR4,2025-11-19,51,12474.28,11277.45,84.9,8603.44,2301.45,1569.39
CR4,2025-11-20,36,9924.82,7894.50,65.8,7168.92,1986.77,769.13
CR4,2025-11-21,39,10012.49,9213.02,65.9,7253.47,2075.75,683.27
CR4,2025-11-22,31,7828.10,6487.77,58.1,4267.14,1678.56,1882.40
CR4,2025-11-23,9,2040.91,1838.31,13.5,1202.60,838.31,0.00
CR4,2025-11-24,37,8833.50,8003.45,60.9,5334.96,2498.01,1000.53
CR4,2025-11-25,50,12458.65,10056.22,82.7,8177.72,3568.90,712.03
CR4,2025-11-26,48,11893.83,10122.93,81.2,7346.77,3482.20,1064.86
CR4,2025-11-27,41,10963.64,10133.61,69.8,9022.33,1304.48,636.83
CR4,2025-11-28,38,10167.16,8313.43,66.9,8113.21,1121.77,932.18
CR4,2025-11-29,24,6657.06,5634.64,43.1,4670.82,1933.33,52.91
CR4,2025-11-30,6,1380.45,1397.35,9.9,892.51,287.95,199.99
CR4,2025-12-01,30,7069.91,6044.29,45.6,5157.67,1736.11,176.13
CR4,2025-12-02,47,12413.72,9441.03,82.3,9904.03,1213.32,1296.37
CR4,2025-12-03,40,10903.17,9543.12,69.7,8076.89,2651.89,174.39
CR4,2025-12-04,49,12580.40,11112.42,82.7,9337.43,2332.74,910.23
CR4,2025-12-05,39,9991.69,8349.38,67.4,7154.31,1901.21,936.17
CR4,2025-12-06,26,6298.89,5906.01,40.4,4910.76,1290.93,97.20
CR4,2025-12-07,4,1348.92,1123.32,8.4,1062.07,286.85,0.00
CR4,2025-12-08,47,12929.16,12072.41,85.0,9790.08,1814.84,1324.24
CR4,2025-12-09,41,10573.15,9221.76,69.5,8110.93,1549.04,913.18
CR4,2025-12-10,46,12399.92,10099.79,77.5,10730.66,1363.32,305.94
CR4,2025-12-11,33,7581.22,6448.49,52.1,4991.73,1575.52,1013.97
CR4,2025-12-12,35,8790.82,6803.60,60.1,4927.86,3174.41,688.55
CR4,2025-12-13,24,7405.03,5283.06,48.2,5144.27,2103.24,157.52
CR4,2025-12-14,6,1185.83,1043.02,9.0,354.95,643.29,187.59
CR4,2025-12-15,36,9412.22,7935.81,59.7,7878.18,1069.21,464.83
CR4,2025-12-16,32,6847.08,5183.05,47.1,4010.26,2152.55,684.27
CR4,2025-12-17,47,9899.93,8182.80,71.3,5346.12,2686.11,1867.70
CR4,2025-12-18,37,8671.88,6755.60,58.1,5425.94,2597.54,648.40
CR4,2025-12-19,51,12650.52,9929.41,82.2,9532.92,2255.02,862.58
CR4,2025-12-20,34,8928.83,8499.53,59.7,6728.71,1274.84,925.28
CR4,2025-12-21,4,1272.76,1031.63,7.9,1003.32,269.44,0.00
CR4,2025-12-22,34,8266.51,6276.89,54.2,6503.21,1204.75,558.55
CR4,2025-12-23,37,10336.08,8466.67,67.9,7384.61,2216.58,734.89
CR4,2025-12-24,42,10428.47,7605.99,68.9,7624.23,1993.84,810.40
CR4,2025-12-25,40,9667.14,8372.36,63.8,7064.42,1707.57,895.15
CR4,2025-12-26,44,10637.55,8849.01,70.1,7946.53,1702.02,989.00
CR4,2025-12-27,29,7892.70,7293.88,49.9,6149.11,1743.59,0.00
CR4,2025-12-28,8,2063.49,2170.97,12.9,1852.20,211.29,0.00
CR4,2025-12-29,38,9429.43,7179.76,62.9,7381.51,824.62,1223.30
CR4,2025-12-30,50,12524.67,9838.14,85.5,8717.23,2315.19,1492.25
CR4,2025-12-31,38,8159.40,6395.25,54.0,5716.79,1924.13,518.48
CR4,2026-01-01,43,8612.67,7238.78,59.1,5073.27,2809.91,729.49
CR4,2026-01-02,52,12625.93,10135.35,85.2,9417.85,1757.44,1450.64
CR4,2026-01-03,23,5351.94,4769.78,36.3,3551.37,1247.45,553.12
CR4,2026-01-04,10,2575.41,1787.04,16.8,1744.18,791.57,39.66
CR4,2026-01-05,35,8366.42,6715.23,54.1,6664.80,1293.53,408.09
CR4,2026-01-06,43,10858.62,9840.08,70.9,8304.44,1967.13,587.05
CR4,2026-01-07,43,10640.36,8975.14,66.6,8806.08,1633.55,200.73
CR4,2026-01-08,49,12155.29,9956.94,81.2,8291.93,2841.15,1022.21
CR4,2026-01-09,38,10851.44,8948.59,70.7,8046.63,2303.77,501.04
CR4,2026-01-10,21,4616.37,3690.58,32.2,3399.32,417.96,799.09
CR4,2026-01-11,1,292.86,276.23,1.7,292.86,0.00,0.00
CR4,2026-01-12,36,8490.58,6895.05,54.9,6397.70,1775.25,317.63
CR4,2026-01-13,43,11093.59,9912.65,73.9,7975.80,2080.62,1037.17
CR4,2026-01-14,40,10634.51,9941.19,69.3,6988.15,3326.19,320.17
CR4,2026-01-15,34,8443.58,7038.37,56.8,6133.60,1284.89,1025.09
CR4,2026-01-16,48,11947.56,10159.30,78.9,8937.37,2037.79,972.40
CR4,2026-01-17,23,7003.61,4409.57,48.0,4262.72,2171.86,569.03
CR4,2026-01-18,1,297.19,222.36,2.1,0.00,297.19,0.00
CR4,2026-01-19,36,8355.34,6284.77,59.8,5187.43,1364.88,1803.03
CR4,2026-01-20,36,8501.03,6303.38,59.2,5397.05,1786.28,1317.70
CR4,2026-01-21,50,13723.80,11446.55,91.4,10041.38,2501.57,1180.85
CR4,2026-01-22,37,8224.08,6486.33,56.7,5523.90,1721.99,978.19
CR4,2026-01-23,40,9423.04,7459.56,65.3,5970.36,2232.16,1220.52
CR4,2026-01-24,32,8749.43,7839.07,57.8,6243.54,1858.69,647.20
CR4,2026-01-25,9,2772.28,2046.21,18.9,1984.17,563.29,224.82
CR4,2026-01-26,35,9279.02,5787.52,62.8,5615.06,2916.85,747.11
CR4,2026-01-27,36,8693.02,8379.17,61.1,6166.74,876.93,1649.35
CR4,2026-01-28,38,10465.18,9827.10,69.6,6920.20,3064.15,480.83
CR4,2026-01-29,45,11571.59,10682.18,74.9,9149.46,1614.44,807.69
CR4,2026-01-30,40,10393.37,8834.39,66.7,7683.50,2445.44,264.43
CR4,2026-01-31,37,9353.68,8342.18,63.5,6666.48,1513.71,1173.49
CR4,2026-02-01,11,2774.35,1989.24,20.4,1106.77,1062.11,605.47
CR4,2026-02-02,39,10538.28,8572.27,67.2,8355.20,1737.43,445.65
CR4,2026-02-03,28,7077.89,6784.26,46.6,5777.04,485.73,815.12
CR4,2026-02-04,49,12660.20,11319.82,84.6,9086.99,2408.92,1164.29
CR4,2026-02-05,46,12473.91,10645.71,82.9,8970.67,2385.72,1117.52
CR4,2026-02-06,42,10417.61,8904.97,68.5,8306.12,1240.07,871.42
CR4,2026-02-07,38,11528.19,9611.21,75.0,8432.76,2562.89,532.54
CR4,2026-02-08,9,1709.35,1775.31,11.3,1526.61,0.00,182.74
CR4,2026-02-09,35,9830.08,9301.51,63.1,7629.82,1822.04,378.22
CR4,2026-02-10,38,10325.20,8788.79,66.9,8118.84,1480.86,725.50
CR4,2026-02-11,49,11768.15,9475.38,76.9,8838.41,2124.59,805.15
CR4,2026-02-12,52,12644.80,10985.25,84.7,8149.68,3623.27,871.85
CR4,2026-02-13,29,7336.46,6971.33,47.3,5567.75,1421.51,347.20
CR4,2026-02-14,28,6844.20,6259.08,43.9,4889.43,1745.27,209.50
CR4,2026-02-15,5,1297.00,1215.43,9.3,703.81,388.30,204.89
CR4,2026-02-16,33,8822.78,7212.76,55.8,7710.38,668.72,443.68
CR4,2026-02-17,41,11048.11,8148.87,75.3,6336.35,4008.47,703.29
CR4,2026-02-18,45,11089.45,9913.74,72.3,8712.43,1595.49,781.53
CR4,2026-02-19,53,13616.20,11739.38,91.7,8812.68,3510.29,1293.23
CR4,2026-02-20,46,12032.44,10790.67,79.3,9088.58,2023.21,920.65
CR4,2026-02-21,26,6547.41,4423.77,45.0,4132.71,1671.13,743.57
CR4,2026-02-22,9,2250.49,1727.25,16.9,867.52,920.28,462.69
CR4,2026-02-23,32,6824.53,5786.36,46.4,4467.38,1521.46,835.69
CR4,2026-02-24,34,9936.41,7205.56,62.9,8333.33,1202.05,401.03
CR4,2026-02-25,51,11641.20,9378.40,76.1,8609.47,2177.59,854.14
CR4,2026-02-26,36,9494.41,8587.79,62.7,6091.12,3102.06,301.23
CR4,2026-02-27,54,14098.87,13347.43,95.0,9498.81,3126.95,1473.11
CR4,2026-02-28,23,6009.22,5102.93,41.3,4042.37,1211.75,755.10
CR4,2026-03-01,6,1187.69,632.22,9.5,441.15,295.54,451.00
CR4,2026-03-02,52,13083.10,11638.08,88.0,8914.41,2983.33,1185.36
CR4,2026-03-03,37,9967.86,7990.99,66.1,7088.94,2286.33,592.59
CR4,2026-03-04,43,11428.98,9909.67,73.0,9236.02,1709.56,483.40
CR4,2026-03-05,43,12495.42,10973.92,81.7,8979.21,2803.79,712.42
CR4,2026-03-06,47,11683.94,11076.62,77.7,8639.19,2124.11,920.64
CR4,2026-03-07,18,4450.79,3485.50,28.5,3482.17,871.34,97.28
CR4,2026-03-08,4,1393.43,1621.19,8.2,1393.43,0.00,0.00
CR4,2026-03-09,47,13916.12,10941.15,93.3,9935.13,2821.58,1159.41
CR4,2026-03-10,33,8557.47,7634.68,54.3,7228.64,923.43,405.40
CR4,2026-03-11,52,13122.26,10130.21,88.9,8088.00,4303.11,731.15
CR4,2026-03-12,45,11780.09,9168.21,76.3,9555.87,1632.50,591.72
CR4,2026-03-13,39,9344.96,9255.16,62.2,6348.51,2507.75,488.70
CR4,2026-03-14,28,6578.11,5345.10,46.8,4131.88,1201.08,1245.15
CR4,2026-03-15,4,976.02,1094.84,7.6,0.00,854.30,121.72
CR4,2026-03-16,35,9683.64,9044.74,58.8,9301.21,382.43,0.00
CR4,2026-03-17,34,9593.62,8357.15,61.6,7898.03,1055.50,640.09
CR4,2026-03-18,37,11024.75,8855.52,71.8,8119.13,2335.57,570.05
CR4,2026-03-19,46,12728.32,10834.69,84.0,8361.82,4096.11,270.39
CR4,2026-03-20,27,7828.54,7222.57,50.9,6029.90,1314.06,484.58
CR4,2026-03-21,25,6209.43,5158.64,40.5,4499.41,1353.02,357.00
CR4,2026-03-22,5,1972.35,2113.57,12.1,1493.25,479.10,0.00
CR4,2026-03-23,36,8782.37,7411.55,59.1,6573.50,1147.20,1061.67
CR4,2026-03-24,38,8129.95,6399.91,55.4,5463.44,1627.99,1038.52
CR4,2026-03-25,53,13987.27,12316.77,91.3,10520.30,2659.59,807.38
CR4,2026-03-26,33,8208.54,5986.10,57.3,5099.65,1928.05,1180.84
CR4,2026-03-27,42,9699.98,8386.31,65.9,5724.38,3224.70,750.90
CR4,2026-03-28,29,6201.18,5415.54,42.6,4211.91,1150.42,838.85
CR4,2026-03-29,4,542.08,533.72,3.5,383.11,158.97,0.00
CR4,2026-03-30,37,10027.97,8561.28,68.4,7099.54,1718.83,1209.60
CR4,2026-03-31,45,11165.95,8800.85,72.8,8729.45,1818.93,617.57
CR4,2026-04-01,57,14649.38,11927.86,98.0,9856.94,3803.23,989.21
CR4,2026-04-02,46,13636.94,11608.37,90.9,9797.33,2880.64,958.97
CR4,2026-04-03,38,9105.73,7543.57,60.9,6521.83,1489.22,1094.68
CR4,2026-04-04,28,7643.94,6539.22,46.9,6596.88,990.31,56.75
CR4,2026-04-05,5,1125.06,825.54,6.9,982.91,142.15,0.00
CR4,2026-04-06,43,12221.12,9447.47,81.0,8898.24,2353.97,968.91
CR4,2026-04-07,40,9594.34,7899.32,63.9,7421.91,1105.78,1066.65
CR4,2026-04-08,40,10662.53,8381.51,72.3,7004.57,2591.97,1065.99
CR4,2026-04-09,38,10368.14,8767.98,70.8,7469.89,1384.00,1514.25
CR4,2026-04-10,40,11228.31,8979.44,74.1,8372.44,1952.13,903.74
CR4,2026-04-11,52,14139.81,10749.63,91.1,11411.22,1955.36,773.23
CR4,2026-04-12,5,1311.78,1040.35,8.5,866.99,444.79,0.00
CR4,2026-04-13,51,11959.68,9655.17,83.2,7936.08,2274.12,1749.48
CR4,2026-04-14,46,11527.51,9512.35,73.9,8874.82,2246.76,405.93
CR4,2026-04-15,40,10350.58,8003.84,68.8,7325.48,2270.02,755.08
CR4,2026-04-16,39,11547.42,10241.41,74.6,9691.90,833.36,1022.16
CR4,2026-04-17,36,10477.24,8974.19,69.1,7024.27,2886.94,566.03
CR4,2026-04-18,24,6996.59,5718.59,44.7,5604.43,965.40,426.76
CR4,2026-04-19,6,1553.20,1560.94,10.9,996.05,322.92,234.23
CR4,2026-04-20,36,9012.61,7004.49,60.0,7135.68,777.56,1099.37
CR4,2026-04-21,40,9629.40,6428.34,63.8,7228.54,1561.50,839.36
CR4,2026-04-22,46,11986.33,10508.79,80.7,7827.89,3227.58,930.86
CR4,2026-04-23,51,14072.44,11385.65,92.5,11250.91,1399.55,1421.98
CR4,2026-04-24,44,10230.25,8074.26,69.4,6831.47,2494.87,903.91
CR4,2026-04-25,33,8414.68,7611.62,52.9,7082.18,1101.99,230.51
CR4,2026-04-26,9,2788.32,2998.67,19.8,1590.43,811.50,386.39
CR4,2026-04-27,37,9756.26,8575.75,62.9,7194.79,2296.57,264.90
CR4,2026-04-28,39,9418.94,6196.89,61.0,7306.93,1632.13,479.88
CR4,2026-04-29,59,14794.15,11767.80,94.0,11297.41,2902.58,594.16
CR4,2026-04-30,50,12158.78,9840.11,81.9,8829.78,1933.77,1395.23
CR4,2026-05-01,48,11528.88,10474.84,77.7,9059.36,905.98,1563.54
CR4,2026-05-02,32,8868.77,6038.84,58.3,6686.97,1428.02,753.78
CR4,2026-05-03,4,671.35,647.81,4.2,643.73,0.00,27.62
CR4,2026-05-04,27,6577.78,5171.51,43.3,4831.13,1373.36,373.29
CR4,2026-05-05,43,10667.60,9550.21,69.6,7626.15,2662.32,379.13
CR4,2026-05-06,56,14008.51,11262.02,94.5,10114.89,2134.78,1758.84
CR4,2026-05-07,53,15214.94,12539.03,100.6,10615.25,3502.60,1097.09
CR4,2026-05-08,51,13046.84,10326.19,82.8,10038.30,2758.85,249.69
CR4,2026-05-09,26,6583.94,4819.08,44.6,3943.14,2225.35,415.45
CR4,2026-05-10,12,3013.72,3110.20,21.5,1836.83,661.96,514.93
CR4,2026-05-11,39,10260.02,8335.74,66.6,7965.57,1622.80,671.65
CR4,2026-05-12,46,10985.02,8219.00,73.4,7904.42,1962.47,1118.13
CR4,2026-05-13,42,12578.55,10360.48,80.7,10965.86,742.55,870.14
