deal_number,store_code,deal_date,deal_type,sale_type,status,new_used,stock_number,model_year,make,model,front_gross,fi_gross,doc_fee,gap_attached,gap_gross,vsc_attached,vsc_gross,lender_type,term_months,financed,has_trade,days_in_stock_at_sale,salesperson_id,fi_manager_id
507813,CR2,2026-06-16,R,R,F,N,211348,2026,Kia,Sorento,2287.02,923.06,899.00,0,0.00,0,0.00,captive,72,1,0,56,1025,1036
507814,CR2,2026-06-16,R,R,F,N,211517,2026,Kia,Sorento,2292.56,315.20,899.00,0,0.00,0,0.00,cash,,0,0,20,1027,1037
507815,CR2,2026-06-16,R,R,F,N,211166,2025,Kia,Forte,2716.37,434.21,799.00,0,0.00,0,0.00,captive,60,1,0,94,1027,1037
507816,CR2,2026-06-16,R,R,F,U,211525,2019,Toyota,Truck,2737.52,1215.50,699.00,1,585.00,0,0.00,outside,66,1,0,19,1026,1036
507817,CR3,2026-06-16,R,R,F,N,312215,2025,Ford,Explorer,2888.08,1635.61,799.00,0,0.00,1,1635.61,captive,66,1,0,87,1038,1064
507818,CR3,2026-06-16,R,R,F,N,312168,2026,Ford,Mustang,2814.97,3222.12,699.00,1,604.29,1,1525.00,captive,84,1,0,92,1048,1064
507819,CR3,2026-06-16,R,R,F,U,312853,2022,Hyundai,Sonata,2451.84,1188.51,799.00,1,519.92,0,0.00,captive,48,1,1,19,1046,1064
507820,CR3,2026-06-16,R,R,F,U,312249,2024,Kia,Sorento,3019.88,1509.74,699.00,0,0.00,1,1509.74,cash,,0,1,83,1044,1063
507821,CR3,2026-06-16,R,R,F,N,312228,2026,Ford,F-150,3597.62,392.04,699.00,0,0.00,0,0.00,cash,,0,0,85,1043,1063
507822,CR3,2026-06-16,R,R,F,N,312900,2026,Ford,Super Duty,2393.78,0.00,699.00,0,0.00,0,0.00,cash,,0,1,13,1047,1064
507823,CR3,2026-06-16,R,R,F,N,312961,2026,Ford,Escape,472.80,698.96,699.00,0,0.00,0,0.00,captive,75,1,1,6,1040,1064
507824,CR3,2026-06-16,R,R,F,U,312243,2025,GMC,Sedan,-23.81,1379.21,799.00,1,569.79,0,0.00,outside,84,1,1,84,1045,1063
507825,CR3,2026-06-16,R,R,F,N,312388,2026,Ford,Super Duty,1488.72,235.12,699.00,0,0.00,0,0.00,captive,48,1,1,69,1039,1064
507826,CR3,2026-06-16,R,R,F,U,312106,2024,Toyota,Sedan,2649.39,0.00,699.00,0,0.00,0,0.00,outside,84,1,0,99,1041,1064
507827,CR3,2026-06-16,R,R,F,U,312920,2021,Toyota,SUV,2081.86,981.26,699.00,0,0.00,1,838.32,captive,84,1,0,11,1048,1064
507828,CR3,2026-06-16,R,W,F,U,312374,2019,GMC,SUV,-1151.93,0.00,0.00,0,0.00,0,0.00,none,,0,0,70,1047,1064
507829,CR4,2026-06-16,R,R,F,N,411867,2026,Chevrolet,Colorado,-34.11,0.00,699.00,0,0.00,0,0.00,cash,,0,0,87,1068,1086
507830,CR4,2026-06-16,R,R,F,U,412536,2018,Nissan,Truck,3180.84,1382.80,799.00,1,566.04,0,0.00,captive,60,1,0,4,1073,1087
507831,CR4,2026-06-16,R,R,F,N,412531,2025,Chevrolet,Tahoe,2001.30,768.57,799.00,1,435.93,0,0.00,captive,84,1,1,4,1070,1086
507832,CR4,2026-06-16,R,R,F,N,412460,2026,Chevrolet,Tahoe,-1422.54,1571.92,699.00,0,0.00,1,1571.92,cash,,0,1,13,1066,1087
507833,CR4,2026-06-16,R,R,F,U,412147,2018,Ford,Bronco,3429.20,2267.98,899.00,0,0.00,1,1390.61,captive,48,1,0,50,1069,1086
507834,CR4,2026-06-16,R,R,F,N,412415,2026,Chevrolet,Trax,1457.10,1394.04,699.00,0,0.00,1,910.68,cash,,0,1,18,1065,1087
507835,CR4,2026-06-16,R,W,F,N,412006,2025,Chevrolet,Silverado 1500,62.28,0.00,0.00,0,0.00,0,0.00,none,,0,0,69,1068,1086
507836,CR1,2026-06-17,R,R,F,U,111966,2024,Subaru,Truck,3666.71,983.65,799.00,1,521.15,0,0.00,outside,75,1,0,44,1002,1021
507837,CR1,2026-06-17,L,L,F,N,111977,2026,Hyundai,Kona,3006.15,0.00,699.00,0,0.00,0,0.00,cash,,0,0,43,1005,1021
507838,CR1,2026-06-17,R,R,F,U,112191,2025,Honda,Truck,2096.70,1237.16,699.00,1,761.89,0,0.00,outside,75,1,0,14,1005,1021
507839,CR1,2026-06-17,R,R,F,U,112224,2024,Ford,Explorer,3474.20,1710.16,899.00,0,0.00,1,1679.39,cash,,0,1,8,1007,1020
507840,CR1,2026-06-17,R,R,F,U,112184,2017,Honda,SUV,2694.17,1096.66,699.00,1,548.84,0,0.00,outside,84,1,0,14,1002,1021
507841,CR1,2026-06-17,R,R,F,N,112192,2026,Hyundai,Tucson,1661.49,445.05,899.00,0,0.00,0,0.00,cash,,0,0,13,1001,1021
507842,CR1,2026-06-17,R,R,F,U,112063,2019,Ford,Bronco,3350.68,945.98,799.00,1,575.99,0,0.00,captive,66,1,1,30,1007,1020
507843,CR1,2026-06-17,R,W,F,N,111732,2026,Hyundai,Ioniq 5,53.94,0.00,0.00,0,0.00,0,0.00,none,,0,0,78,1003,1021
507844,CR2,2026-06-17,R,R,F,N,211568,2025,Kia,Carnival,777.55,1835.66,699.00,0,0.00,1,1835.66,cash,,0,1,11,1024,1037
507845,CR2,2026-06-17,R,R,F,N,211447,2025,Kia,Carnival,3215.21,2204.89,699.00,0,0.00,1,1300.20,outside,60,1,0,36,1026,1037
507846,CR2,2026-06-17,R,R,F,U,211219,2018,Hyundai,Sonata,3330.61,222.33,699.00,0,0.00,0,0.00,cash,,0,0,84,1026,1037
507847,CR2,2026-06-17,R,R,F,U,211538,2022,Kia,Seltos,2510.98,568.76,899.00,0,0.00,0,0.00,outside,72,1,1,16,1022,1036
507848,CR2,2026-06-17,R,R,F,N,211425,2026,Kia,Sportage,2872.28,681.36,799.00,1,468.14,0,0.00,captive,75,1,0,39,1023,1036
507849,CR2,2026-06-17,R,W,F,N,211249,2026,Kia,Seltos,88.57,0.00,0.00,0,0.00,0,0.00,none,,0,0,78,1024,1037
507850,CR2,2026-06-17,R,W,F,N,211242,2026,Kia,Carnival,-1017.32,0.00,0.00,0,0.00,0,0.00,none,,0,0,79,1023,1036
507851,CR3,2026-06-17,R,R,F,U,312253,2024,Toyota,Truck,2994.69,929.41,699.00,1,542.25,0,0.00,captive,84,1,0,84,1038,1063
507852,CR3,2026-06-17,R,R,F,U,312250,2022,Kia,Sportage,2077.53,1290.09,699.00,1,538.10,0,0.00,outside,66,1,1,84,1039,1064
507853,CR3,2026-06-17,R,R,F,N,312631,2026,Ford,Super Duty,996.88,3525.59,699.00,1,635.61,1,1951.84,captive,75,1,1,43,1039,1063
507854,CR3,2026-06-17,L,L,F,N,312202,2025,Ford,Explorer,2027.34,0.00,699.00,0,0.00,0,0.00,captive,72,1,0,89,1046,1063
507855,CR3,2026-06-17,R,R,F,N,312935,2026,Ford,F-150,2721.98,2345.82,699.00,1,512.18,1,1322.99,captive,72,1,1,11,1043,1064
507856,CR3,2026-06-17,R,R,F,U,312970,2022,Honda,SUV,1980.62,2154.31,699.00,0,0.00,1,2063.49,cash,,0,0,7,1040,1063
507857,CR3,2026-06-17,R,R,F,N,312048,2026,Ford,Bronco,1771.81,1344.65,699.00,0,0.00,1,1344.65,cash,,0,1,106,1041,1063
507858,CR3,2026-06-17,R,R,F,N,312266,2026,Ford,Expedition,1238.81,82.69,799.00,0,0.00,0,0.00,captive,60,1,1,83,1041,1064
507859,CR4,2026-06-17,R,R,F,U,411977,2018,Hyundai,Sonata,2372.77,59.96,699.00,0,0.00,0,0.00,captive,84,1,1,74,1070,1087
507860,CR4,2026-06-17,R,R,F,N,412104,2025,Chevrolet,Colorado,1600.17,2332.32,799.00,0,0.00,1,1566.65,captive,84,1,0,57,1069,1087
507861,CR4,2026-06-17,R,R,F,U,411900,2019,Chevrolet,Traverse,2196.56,86.17,699.00,0,0.00,0,0.00,cash,,0,0,84,1065,1086
507862,CR4,2026-06-17,R,R,F,U,412461,2022,Ford,Expedition,1609.96,1900.16,799.00,1,570.85,0,0.00,captive,60,1,1,14,1069,1086
507863,CR4,2026-06-17,R,R,F,N,411883,2025,Chevrolet,Silverado 1500,278.14,1388.54,699.00,1,871.51,0,0.00,captive,72,1,0,86,1067,1087
507864,CR4,2026-06-17,L,L,F,N,412184,2026,Chevrolet,Colorado,2405.64,2606.92,899.00,0,0.00,1,2093.28,outside,84,1,1,47,1068,1087
507865,CR4,2026-06-17,R,R,F,U,412162,2017,Toyota,SUV,2003.28,530.13,899.00,0,0.00,0,0.00,outside,48,1,0,50,1068,1086
507866,CR1,2026-06-18,L,L,F,N,111631,2026,Hyundai,Sonata,2933.53,2644.01,899.00,1,604.55,1,1505.04,captive,75,1,1,93,1002,1021
507867,CR1,2026-06-18,R,R,F,U,111799,2020,Ford,Maverick,1696.92,2215.23,699.00,0,0.00,1,1485.93,captive,72,1,0,70,1007,1020
507868,CR1,2026-06-18,R,R,F,N,111737,2025,Hyundai,Palisade,2083.83,2059.72,799.00,0,0.00,1,1435.54,cash,,0,0,78,1005,1020
507869,CR1,2026-06-18,L,L,F,N,111710,2026,Hyundai,Ioniq 5,1350.85,2036.77,799.00,1,619.66,0,0.00,outside,75,1,0,82,1007,1020
507870,CR1,2026-06-18,R,R,F,U,112136,2020,Nissan,SUV,2741.31,1979.44,799.00,0,0.00,1,1303.27,captive,72,1,0,22,1004,1020
507871,CR1,2026-06-18,L,L,F,N,112120,2025,Hyundai,Sonata,1798.56,903.01,799.00,1,722.19,0,0.00,captive,75,1,0,23,1002,1021
507872,CR1,2026-06-18,R,R,F,N,112077,2026,Hyundai,Sonata,3055.80,1284.06,699.00,1,567.50,0,0.00,outside,72,1,1,29,1003,1020
507873,CR1,2026-06-18,R,R,F,N,111679,2026,Hyundai,Elantra,2050.66,617.51,899.00,0,0.00,0,0.00,captive,66,1,0,86,1001,1020
507874,CR1,2026-06-18,R,R,F,N,112129,2026,Hyundai,Kona,1232.26,1777.62,899.00,0,0.00,1,1130.50,captive,75,1,0,23,1002,1020
507875,CR1,2026-06-18,R,R,F,U,111899,2025,Honda,SUV,1446.80,315.72,899.00,0,0.00,0,0.00,captive,60,1,0,55,1004,1021
507876,CR1,2026-06-18,R,R,F,N,112024,2025,Hyundai,Palisade,2208.81,1370.22,699.00,1,750.44,0,0.00,outside,75,1,0,37,1007,1020
507877,CR1,2026-06-18,R,W,F,U,111771,2023,Subaru,Truck,-483.24,0.00,0.00,0,0.00,0,0.00,none,,0,0,73,1007,1021
507878,CR2,2026-06-18,R,R,F,N,211340,2026,Kia,Telluride,2693.11,0.00,699.00,0,0.00,0,0.00,cash,,0,1,61,1024,1036
507879,CR2,2026-06-18,R,R,F,U,211440,2021,Subaru,SUV,2357.00,758.26,799.00,0,0.00,0,0.00,captive,48,1,1,38,1022,1037
507880,CR2,2026-06-18,R,R,F,U,211352,2023,Ford,Expedition,1452.40,1051.20,699.00,0,0.00,0,0.00,captive,48,1,0,57,1027,1036
507881,CR2,2026-06-18,R,R,F,U,211522,2019,GMC,Truck,3205.22,1345.89,699.00,1,734.41,0,0.00,captive,84,1,1,21,1024,1036
507882,CR2,2026-06-18,R,R,F,N,211238,2025,Kia,Telluride,1479.67,0.00,699.00,0,0.00,0,0.00,cash,,0,0,82,1023,1036
507883,CR2,2026-06-18,R,W,F,U,211247,2017,Toyota,Sedan,-832.14,0.00,0.00,0,0.00,0,0.00,none,,0,0,79,1022,1037
507884,CR3,2026-06-18,R,R,F,N,312368,2026,Ford,Explorer,4228.49,257.66,699.00,0,0.00,0,0.00,cash,,0,0,72,1041,1063
507885,CR3,2026-06-18,R,R,F,N,312081,2026,Ford,F-150,2572.87,1340.37,799.00,1,661.78,0,0.00,captive,66,1,1,104,1042,1064
507886,CR3,2026-06-18,R,R,F,U,312917,2024,Chevrolet,Equinox,2623.63,1959.95,899.00,0,0.00,1,1381.37,captive,75,1,1,14,1039,1063
507887,CR3,2026-06-18,R,R,F,N,312271,2026,Ford,Expedition,3359.25,1481.56,699.00,0,0.00,1,1293.72,cash,,0,1,83,1041,1063
507888,CR3,2026-06-18,R,R,F,N,312620,2026,Ford,Bronco,-117.77,1545.83,799.00,0,0.00,1,1545.83,cash,,0,0,45,1042,1064
507889,CR3,2026-06-18,R,R,F,N,312129,2026,Ford,Expedition,1539.37,1158.11,799.00,1,797.21,0,0.00,captive,48,1,1,98,1043,1063
507890,CR3,2026-06-18,R,R,F,N,312861,2026,Ford,Mustang,2850.92,1142.55,699.00,0,0.00,0,0.00,captive,66,1,0,20,1041,1063
507891,CR3,2026-06-18,R,W,F,U,312255,2025,GMC,Truck,-1191.98,0.00,0.00,0,0.00,0,0.00,none,,0,0,85,1044,1063
507892,CR4,2026-06-18,R,R,F,U,411989,2020,GMC,Sedan,1788.48,390.39,699.00,0,0.00,0,0.00,outside,66,1,0,73,1066,1087
507893,CR4,2026-06-18,R,R,F,N,412008,2026,Chevrolet,Malibu,4230.49,0.00,699.00,0,0.00,0,0.00,cash,,0,1,71,1073,1086
507894,CR4,2026-06-18,R,R,F,N,412437,2025,Chevrolet,Trax,1540.54,2055.39,699.00,1,624.77,1,1341.05,captive,75,1,0,17,1067,1086
507895,CR4,2026-06-18,R,R,F,U,412301,2023,Nissan,Truck,1852.91,2483.94,699.00,1,644.34,1,1269.29,captive,75,1,0,34,1067,1087
507896,CR4,2026-06-18,R,R,F,N,412540,2026,Chevrolet,Malibu,2276.77,2321.42,799.00,0,0.00,1,1624.72,outside,48,1,0,5,1069,1086
507897,CR4,2026-06-18,R,R,F,N,412486,2026,Chevrolet,Traverse,1757.08,1212.55,899.00,1,634.66,0,0.00,captive,72,1,1,12,1072,1087
507898,CR4,2026-06-18,R,R,F,N,411868,2026,Chevrolet,Colorado,1765.69,2448.57,899.00,1,649.02,1,1225.97,captive,84,1,0,89,1070,1087
507899,CR4,2026-06-18,R,R,F,U,411937,2023,Honda,Truck,3898.79,761.81,799.00,0,0.00,0,0.00,captive,60,1,1,80,1073,1087
507900,CR4,2026-06-18,R,W,F,N,411933,2026,Chevrolet,Blazer,-805.85,0.00,0.00,0,0.00,0,0.00,none,,0,0,80,1067,1087
507901,CR1,2026-06-19,R,R,F,N,112255,2025,Hyundai,Sonata,-541.78,1995.43,699.00,0,0.00,1,1068.88,outside,72,1,0,7,1005,1020
507902,CR1,2026-06-19,R,R,F,N,111665,2026,Hyundai,Tucson,3515.97,1183.48,699.00,1,627.59,0,0.00,outside,84,1,0,90,1003,1020
507903,CR1,2026-06-19,R,R,F,N,111826,2026,Hyundai,Palisade,3606.21,619.10,699.00,0,0.00,0,0.00,outside,66,1,0,66,1005,1020
507904,CR1,2026-06-19,R,R,U,N,111840,2026,Hyundai,Palisade,-375.47,-1514.75,699.00,1,762.27,1,1633.45,outside,66,1,1,65,1001,1021
507905,CR1,2026-06-19,R,R,F,N,112114,2025,Hyundai,Ioniq 5,2099.44,696.61,699.00,0,0.00,0,0.00,outside,66,1,1,25,1008,1021
507906,CR1,2026-06-19,R,R,F,U,111729,2017,Ford,Explorer,4184.67,2408.72,699.00,1,442.96,1,1157.93,captive,72,1,0,80,1003,1020
507907,CR2,2026-06-19,R,R,F,N,211184,2026,Kia,Telluride,2778.44,1896.84,799.00,0,0.00,1,1303.26,cash,,0,1,93,1023,1037
507908,CR2,2026-06-19,R,R,F,U,211602,2017,Kia,Forte,3633.40,961.90,799.00,1,391.03,0,0.00,outside,72,1,0,6,1022,1036
507909,CR2,2026-06-19,R,R,F,U,211503,2018,Honda,Sedan,4336.85,360.25,899.00,0,0.00,0,0.00,outside,66,1,1,27,1023,1036
507910,CR2,2026-06-19,R,R,F,N,211349,2026,Kia,K5,1240.43,1797.20,699.00,0,0.00,1,1285.43,captive,48,1,0,59,1023,1036
507911,CR2,2026-06-19,R,R,F,U,211276,2018,GMC,SUV,2797.74,1379.05,699.00,1,710.74,0,0.00,outside,72,1,1,73,1024,1036
507912,CR2,2026-06-19,R,R,F,U,211618,2019,Ford,Explorer,3568.68,629.42,799.00,0,0.00,0,0.00,cash,,0,0,2,1022,1037
507913,CR2,2026-06-19,R,W,F,U,211341,2024,Nissan,Sedan,-1065.82,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1022,1037
507914,CR3,2026-06-19,R,R,F,U,312554,2018,Hyundai,Kona,2524.66,1257.54,699.00,1,722.87,0,0.00,captive,84,1,1,53,1044,1063
507915,CR3,2026-06-19,R,R,F,U,312232,2018,Jeep,Sedan,1793.62,526.00,699.00,0,0.00,0,0.00,outside,60,1,1,88,1048,1063
507916,CR3,2026-06-19,R,R,F,N,312951,2026,Ford,Explorer,1004.30,491.56,699.00,0,0.00,0,0.00,outside,66,1,0,11,1038,1064
507917,CR3,2026-06-19,R,R,F,U,312789,2022,Hyundai,Sonata,2576.61,2520.77,699.00,1,506.85,1,1385.02,outside,72,1,0,29,1046,1063
507918,CR3,2026-06-19,R,R,F,N,312585,2025,Ford,Expedition,3543.90,1473.37,799.00,1,583.81,0,0.00,outside,72,1,0,50,1039,1063
507919,CR3,2026-06-19,R,R,F,N,312872,2026,Ford,Mustang,3554.79,1298.27,899.00,1,706.97,0,0.00,captive,84,1,0,20,1047,1064
507920,CR3,2026-06-19,R,R,F,U,312082,2025,Chevrolet,Trax,1779.14,3393.43,699.00,1,664.38,1,2079.29,captive,72,1,1,105,1042,1064
507921,CR3,2026-06-19,R,R,F,N,312224,2026,Ford,Explorer,529.32,0.00,699.00,0,0.00,0,0.00,cash,,0,0,90,1048,1064
507922,CR3,2026-06-19,R,R,F,U,312138,2024,Ford,Maverick,1104.59,594.49,699.00,0,0.00,0,0.00,captive,72,1,1,98,1038,1063
507923,CR3,2026-06-19,R,R,F,N,312640,2026,Ford,Explorer,1521.78,547.13,699.00,0,0.00,0,0.00,outside,72,1,0,44,1040,1063
507924,CR3,2026-06-19,R,R,F,N,312925,2025,Ford,Mustang,1168.25,1161.88,699.00,1,630.87,0,0.00,outside,60,1,0,14,1045,1063
507925,CR3,2026-06-19,R,R,F,U,312622,2017,Jeep,Truck,3019.60,469.97,799.00,0,0.00,0,0.00,captive,60,1,0,46,1048,1063
507926,CR3,2026-06-19,R,W,F,U,312216,2017,Hyundai,Palisade,-1235.80,0.00,0.00,0,0.00,0,0.00,none,,0,0,90,1040,1064
507927,CR4,2026-06-19,R,R,F,N,412181,2026,Chevrolet,Trax,2802.99,1136.92,699.00,0,0.00,0,0.00,captive,66,1,0,50,1073,1086
507928,CR4,2026-06-19,L,L,F,N,412468,2026,Chevrolet,Silverado 1500,1361.25,563.50,899.00,0,0.00,0,0.00,captive,84,1,0,15,1067,1087
507929,CR4,2026-06-19,R,R,F,N,412573,2026,Chevrolet,Traverse,1118.29,604.00,799.00,0,0.00,0,0.00,captive,48,1,0,1,1070,1087
507930,CR4,2026-06-19,R,R,F,U,411955,2019,Ford,Escape,2010.83,1374.83,899.00,1,654.95,0,0.00,captive,75,1,1,79,1073,1087
507931,CR4,2026-06-19,R,R,F,N,412325,2026,Chevrolet,Trax,1800.85,1471.28,899.00,1,664.65,0,0.00,captive,72,1,0,31,1068,1086
507932,CR4,2026-06-19,R,R,F,N,411870,2026,Chevrolet,Blazer,2437.33,1197.80,699.00,1,502.20,0,0.00,captive,72,1,0,90,1067,1086
507933,CR4,2026-06-19,R,R,F,N,411939,2026,Chevrolet,Tahoe,1280.37,1791.57,799.00,0,0.00,1,1511.16,cash,,0,0,80,1072,1087
507934,CR4,2026-06-19,R,R,F,N,412153,2026,Chevrolet,Silverado 1500,2311.92,295.14,699.00,0,0.00,0,0.00,cash,,0,0,53,1067,1086
507935,CR4,2026-06-19,R,R,F,N,411947,2025,Chevrolet,Trax,3354.21,0.00,699.00,0,0.00,0,0.00,cash,,0,1,80,1072,1086
507936,CR4,2026-06-19,R,R,F,N,412170,2025,Chevrolet,Colorado,2672.02,606.85,699.00,0,0.00,0,0.00,cash,,0,1,51,1072,1087
507937,CR4,2026-06-19,L,L,F,N,412277,2026,Chevrolet,Silverado 1500,2399.40,694.82,799.00,0,0.00,0,0.00,outside,84,1,0,37,1073,1087
507938,CR4,2026-06-19,R,R,F,N,412037,2026,Chevrolet,Silverado 1500,1326.46,630.64,699.00,0,0.00,0,0.00,outside,72,1,1,67,1070,1087
507939,CR4,2026-06-19,R,W,F,N,412065,2026,Chevrolet,Colorado,-320.60,0.00,0.00,0,0.00,0,0.00,none,,0,0,65,1070,1086
507940,CR1,2026-06-20,R,R,F,N,112028,2026,Hyundai,Santa Fe,2437.61,940.18,899.00,0,0.00,0,0.00,captive,66,1,0,38,1005,1021
507941,CR1,2026-06-20,L,L,F,N,111757,2026,Hyundai,Kona,1120.29,1070.98,799.00,1,641.01,0,0.00,captive,66,1,1,78,1007,1021
507942,CR1,2026-06-20,R,R,F,N,111684,2026,Hyundai,Elantra,343.44,2064.49,699.00,1,583.63,1,1151.60,captive,72,1,0,87,1005,1021
507943,CR1,2026-06-20,R,R,F,N,112229,2026,Hyundai,Tucson,1156.57,783.87,699.00,1,643.09,0,0.00,captive,84,1,0,11,1004,1020
507944,CR1,2026-06-20,R,R,F,U,112214,2020,Nissan,SUV,513.04,925.65,699.00,1,705.19,0,0.00,outside,84,1,1,14,1001,1021
507945,CR1,2026-06-20,R,R,F,N,112260,2026,Hyundai,Palisade,-123.47,436.90,699.00,0,0.00,0,0.00,captive,75,1,0,7,1001,1021
507946,CR1,2026-06-20,R,W,F,N,111746,2026,Hyundai,Elantra,14.24,0.00,0.00,0,0.00,0,0.00,none,,0,0,79,1001,1020
507947,CR2,2026-06-20,R,R,F,N,211128,2026,Kia,Carnival,2815.67,2292.26,699.00,0,0.00,1,1879.47,captive,75,1,0,107,1024,1036
507948,CR2,2026-06-20,R,R,F,N,211258,2026,Kia,Seltos,1106.54,1318.93,799.00,0,0.00,0,0.00,captive,72,1,1,79,1027,1036
507949,CR2,2026-06-20,L,L,F,N,211220,2026,Kia,Forte,2036.59,1622.93,799.00,1,692.59,0,0.00,captive,72,1,0,87,1022,1036
507950,CR2,2026-06-20,R,R,F,U,211614,2023,GMC,SUV,2977.10,1668.10,799.00,1,564.20,0,0.00,captive,48,1,0,4,1026,1036
507951,CR2,2026-06-20,L,L,F,N,211542,2026,Kia,Sportage,792.69,1293.80,799.00,0,0.00,0,0.00,captive,60,1,0,19,1022,1037
507952,CR2,2026-06-20,R,W,F,U,211323,2021,Jeep,Sedan,-1027.93,0.00,0.00,0,0.00,0,0.00,none,,0,0,66,1022,1037
507953,CR3,2026-06-20,R,R,F,N,312132,2026,Ford,Escape,334.50,830.98,699.00,0,0.00,0,0.00,captive,48,1,0,100,1041,1064
507954,CR3,2026-06-20,R,R,F,N,312144,2026,Ford,Expedition,1704.00,2316.46,899.00,0,0.00,1,1341.77,captive,60,1,1,99,1043,1063
507955,CR3,2026-06-20,R,R,F,N,312257,2026,Ford,Maverick,974.24,3052.76,899.00,1,807.40,1,1265.56,outside,72,1,0,87,1047,1064
507956,CR3,2026-06-20,R,R,F,U,312787,2018,Chevrolet,Colorado,4318.31,3146.77,699.00,1,626.98,1,1558.77,captive,66,1,1,30,1038,1063
507957,CR3,2026-06-20,R,R,F,U,312711,2019,Nissan,Sedan,2231.02,1211.29,799.00,0,0.00,0,0.00,outside,72,1,0,38,1038,1064
507958,CR3,2026-06-20,R,R,F,U,312963,2021,Honda,Truck,3793.03,770.10,899.00,0,0.00,0,0.00,captive,84,1,1,10,1043,1063
507959,CR3,2026-06-20,R,R,F,U,312283,2020,Kia,Sportage,3087.62,1606.48,799.00,1,677.38,0,0.00,captive,75,1,1,84,1048,1064
507960,CR3,2026-06-20,R,R,F,U,312256,2021,Hyundai,Tucson,4187.85,2300.76,799.00,1,700.67,1,1113.15,captive,75,1,0,87,1041,1064
507961,CR3,2026-06-20,R,R,F,U,312500,2021,Honda,SUV,3524.00,418.71,899.00,0,0.00,0,0.00,cash,,0,0,60,1039,1063
507962,CR3,2026-06-20,R,R,F,N,312456,2026,Ford,Escape,2020.17,1700.55,799.00,0,0.00,1,1293.75,outside,60,1,0,65,1046,1064
507963,CR3,2026-06-20,L,L,F,N,312953,2026,Ford,Explorer,2198.12,1890.85,899.00,0,0.00,1,1035.98,outside,75,1,1,11,1046,1063
507964,CR3,2026-06-20,R,R,F,N,312279,2026,Ford,Super Duty,1148.90,1053.95,699.00,0,0.00,0,0.00,outside,60,1,1,85,1041,1063
507965,CR3,2026-06-20,R,R,F,U,312317,2018,Jeep,Truck,4000.47,105.09,699.00,0,0.00,0,0.00,cash,,0,1,80,1047,1064
507966,CR3,2026-06-20,R,R,F,U,312321,2022,Ford,Expedition,1310.81,489.50,899.00,0,0.00,0,0.00,cash,,0,0,80,1042,1064
507967,CR3,2026-06-20,R,R,F,U,312601,2023,GMC,SUV,2663.92,1080.69,699.00,1,731.20,0,0.00,outside,60,1,0,50,1039,1064
507968,CR3,2026-06-20,R,W,F,U,312218,2022,Honda,Truck,-414.69,0.00,0.00,0,0.00,0,0.00,none,,0,0,91,1039,1063
507969,CR4,2026-06-20,R,R,F,N,412514,2025,Chevrolet,Blazer,814.51,1197.06,899.00,1,707.92,0,0.00,outside,48,1,1,10,1069,1086
507970,CR4,2026-06-20,R,R,F,U,411918,2023,Hyundai,Sonata,574.90,1399.58,899.00,1,661.74,0,0.00,captive,75,1,0,85,1069,1086
507971,CR4,2026-06-20,R,R,F,N,412501,2026,Chevrolet,Tahoe,514.28,237.18,699.00,0,0.00,0,0.00,cash,,0,0,11,1065,1087
507972,CR4,2026-06-20,R,R,F,N,412071,2026,Chevrolet,Traverse,1522.08,528.82,699.00,1,500.30,0,0.00,captive,66,1,1,65,1073,1087
507973,CR4,2026-06-20,R,R,F,U,411826,2024,Chevrolet,Blazer,3020.06,9.20,699.00,0,0.00,0,0.00,cash,,0,0,96,1065,1087
507974,CR4,2026-06-20,R,R,F,N,412223,2026,Chevrolet,Tahoe,-44.59,556.81,899.00,0,0.00,0,0.00,outside,60,1,1,45,1066,1087
507975,CR4,2026-06-20,R,R,F,N,411963,2026,Chevrolet,Silverado 1500,1569.96,1167.97,799.00,1,692.77,0,0.00,captive,75,1,0,79,1070,1086
507976,CR4,2026-06-20,R,R,F,N,412250,2026,Chevrolet,Trax,533.68,448.57,899.00,0,0.00,0,0.00,captive,66,1,1,42,1068,1087
507977,CR4,2026-06-20,R,R,F,N,411953,2026,Chevrolet,Colorado,1887.72,3902.91,799.00,1,700.66,1,1748.07,outside,66,1,0,80,1073,1087
507978,CR4,2026-06-20,R,R,F,N,412489,2026,Chevrolet,Blazer,1521.58,2988.15,899.00,1,702.12,1,1741.73,captive,84,1,0,12,1073,1086
507979,CR4,2026-06-20,R,W,F,U,411943,2020,Hyundai,Ioniq 5,-133.16,0.00,0.00,0,0.00,0,0.00,none,,0,0,81,1069,1087
507980,CR1,2026-06-22,R,R,F,U,112305,2021,Jeep,Sedan,2968.31,1209.11,799.00,1,672.53,0,0.00,outside,48,1,1,2,1003,1021
507981,CR1,2026-06-22,R,R,F,N,111593,2026,Hyundai,Ioniq 5,2516.80,370.30,799.00,0,0.00,0,0.00,cash,,0,0,103,1005,1021
507982,CR1,2026-06-22,L,L,F,N,112238,2026,Hyundai,Palisade,124.90,1512.68,899.00,1,736.93,0,0.00,outside,75,1,0,12,1005,1020
507983,CR1,2026-06-22,R,R,F,U,111886,2022,Nissan,Truck,1789.68,1276.68,699.00,1,581.42,0,0.00,outside,84,1,0,61,1003,1020
507984,CR2,2026-06-22,R,R,F,N,211396,2026,Kia,Telluride,2529.33,0.00,699.00,0,0.00,0,0.00,cash,,0,0,51,1025,1037
