store_code,report_date,unit_count,deal_count,new_units,used_units,front_gross,fi_gross,total_gross,doc_fee
CR3,2026-07-02,8,8,5,3,14102.88,9109.89,"23,212.77",5992.00
CR3,2026-07-03,11,11,8,3,19516.09,11920.53,"31,436.62",8789.00
CR3,2026-07-04,13,13,7,6,28382.44,16275.30,"44,657.74",10187.00
CR3,2026-07-05,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-07-06,8,8,5,3,19707.05,16955.26,"36,662.31",5892.00
CR3,2026-07-07,6,6,3,3,14951.74,10618.08,"25,569.82",4794.00
CR3,2026-07-08,5,5,4,1,9486.74,5131.97,"14,618.71",3895.00
CR3,2026-07-09,9,9,4,5,13062.70,10593.44,"23,656.14",7191.00
CR3,2026-07-10,8,8,4,4,14939.63,6566.76,"21,506.39",6292.00
CR3,2026-07-11,11,11,7,4,19301.70,20154.61,"39,456.31",9089.00
CR3,2026-07-12,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-07-13,6,6,5,1,6264.42,6977.50,"13,241.92",4794.00
CR3,2026-07-14,7,7,5,2,9151.79,10486.85,"19,638.64",5093.00
CR3,2026-07-15,8,8,5,3,18201.62,10695.73,"28,897.35",6292.00
CR3,2026-07-16,6,6,5,1,7866.55,8624.90,"16,491.45",4494.00
CR3,2026-07-17,10,10,4,6,13882.97,16457.55,"30,340.52",7390.00
CR3,2026-07-18,9,9,4,5,16129.71,16899.32,"33,029.03",7191.00
CR3,2026-07-19,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-07-20,7,7,4,3,13980.89,7730.12,"21,711.01",5393.00
CR3,2026-07-21,10,10,6,4,22089.76,16411.98,"38,501.74",7390.00
CR3,2026-07-22,10,10,6,4,22539.23,14585.86,"37,125.09",7990.00
CR3,2026-07-23,9,9,4,5,20666.31,10617.02,"31,283.33",7191.00
CR3,2026-07-24,5,5,4,1,8365.88,6872.14,"15,238.02",4295.00
CR3,2026-07-25,13,13,9,4,23622.52,19807.46,"43,429.98",9987.00
CR3,2026-07-26,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-07-27,9,9,7,2,22861.34,14925.19,"37,786.53",7191.00
CR3,2026-07-28,6,6,5,1,7907.36,7262.80,"15,170.16",4694.00
CR3,2026-07-29,5,5,4,1,5587.02,8586.07,"14,173.09",3895.00
CR3,2026-07-30,11,11,9,2,16968.85,12917.98,"29,886.83",8589.00
CR3,2026-07-31,11,11,7,4,21331.93,9450.58,"30,782.51",8989.00
CR3,2026-08-01,11,11,6,5,23734.79,22554.26,"46,289.05",8089.00
CR3,2026-08-02,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-08-03,9,9,3,6,19879.09,5639.92,"25,519.01",7091.00
CR3,2026-08-04,10,10,8,2,14944.20,9868.01,"24,812.21",7590.00
CR3,2026-08-05,8,8,6,2,17855.89,9600.44,"27,456.33",6192.00
CR3,2026-08-06,9,9,4,5,21967.69,14344.09,"36,311.78",6591.00
CR3,2026-08-07,9,9,6,3,17299.66,10433.42,"27,733.08",6691.00
CR3,2026-08-08,11,11,9,2,12277.47,17027.63,"29,305.10",8289.00
CR3,2026-08-09,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-08-10,9,9,5,4,22788.87,13493.72,"36,282.59",6991.00
CR3,2026-08-11,10,10,5,5,16916.08,14151.17,"31,067.25",7390.00
CR3,2026-08-12,10,10,6,4,21149.64,21513.32,"42,662.96",7490.00
CR3,2026-08-13,6,6,3,3,17298.98,7970.34,"25,269.32",4394.00
CR3,2026-08-14,11,11,8,3,20337.10,17861.58,"38,198.68",8989.00
CR3,2026-08-15,14,14,8,6,31275.01,17191.77,"48,466.78",10286.00
CR3,2026-08-16,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-08-17,11,11,8,3,19751.06,22317.13,"42,068.19",7989.00
CR3,2026-08-18,7,7,6,1,15675.30,8447.48,"24,122.78",5593.00
CR3,2026-08-19,11,11,6,5,17962.92,12236.26,"30,199.18",8489.00
CR3,2026-08-20,10,10,7,3,20117.56,9944.29,"30,061.85",7690.00
CR3,2026-08-21,10,10,4,6,21268.15,14730.67,"35,998.82",8090.00
CR3,2026-08-22,12,12,7,5,24616.87,14728.57,"39,345.44",9088.00
CR3,2026-08-23,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-08-24,12,12,9,3,26519.21,20655.92,"47,175.13",9288.00
CR3,2026-08-25,9,9,7,2,17196.55,11589.82,"28,786.37",6791.00
CR3,2026-08-26,9,9,3,6,19379.85,10727.05,"30,106.90",7091.00
CR3,2026-08-27,13,13,8,5,28245.90,14901.95,"43,147.85",10087.00
CR3,2026-08-28,8,8,5,3,12085.58,10212.84,"22,298.42",6292.00
CR3,2026-08-29,13,13,8,5,23734.00,19908.45,"43,642.45",10087.00
CR3,2026-08-30,0,0,0,0,0.00,0.00,0.00,0.00
CR3,2026-08-31,9,9,5,4,15934.90,10591.11,"26,526.01",6891.00
CR3,2026-09-01,8,8,3,5,18258.52,12742.73,"31,001.25",6292.00
CR3,2026-09-02,9,9,6,3,22471.88,11255.36,"33,727.24",7191.00
CR3,2026-09-03,10,10,7,3,18552.43,9701.84,"28,254.27",7490.00
CR3,2026-09-04,8,8,5,3,10434.81,11863.41,"22,298.22",6292.00
CR3,2026-09-05,12,12,8,4,16935.03,14991.69,"31,926.72",9488.00
CR4,2025-09-01,6,6,3,3,14738.85,8407.60,"23,146.45",4594.00
CR4,2025-09-02,5,5,1,4,10096.93,7257.92,"17,354.85",3895.00
CR4,2025-09-03,6,6,4,2,12505.31,8273.90,"20,779.21",4894.00
CR4,2025-09-04,10,10,7,3,17406.76,15052.71,"32,459.47",8190.00
CR4,2025-09-05,6,6,3,3,16203.01,8941.84,"25,144.85",4694.00
CR4,2025-09-06,12,12,8,4,18664.72,15635.54,"34,300.26",9488.00
CR4,2025-09-07,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-09-08,9,9,6,3,21882.19,17524.01,"39,406.20",7091.00
CR4,2025-09-09,4,4,3,1,2658.04,8919.62,"11,577.66",3096.00
CR4,2025-09-10,7,7,5,2,17442.22,8746.88,"26,189.10",5393.00
CR4,2025-09-11,7,7,4,3,11345.60,7334.49,"18,680.09",5593.00
CR4,2025-09-12,10,10,6,4,22313.64,13314.10,"35,627.74",8090.00
CR4,2025-09-13,9,9,5,4,18857.72,13729.41,"32,587.13",7091.00
CR4,2025-09-14,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-09-15,7,7,4,3,16740.40,9547.58,"26,287.98",5293.00
CR4,2025-09-16,5,5,4,1,16295.44,4669.99,"20,965.43",3695.00
CR4,2025-09-17,3,3,3,0,5721.63,2023.28,"7,744.91",2097.00
CR4,2025-09-18,6,6,4,2,13589.26,5347.61,"18,936.87",4494.00
CR4,2025-09-19,8,8,3,5,17250.97,10114.09,"27,365.06",6192.00
CR4,2025-09-20,11,11,9,2,19321.92,15890.00,"35,211.92",8389.00
CR4,2025-09-21,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-09-22,4,4,2,2,13932.17,3356.06,"17,288.23",3096.00
CR4,2025-09-23,9,9,6,3,16385.10,15223.58,"31,608.68",7491.00
CR4,2025-09-24,10,10,6,4,26516.28,13693.22,"40,209.50",7890.00
CR4,2025-09-25,7,7,1,6,16165.40,10998.17,"27,163.57",5493.00
CR4,2025-09-26,7,7,4,3,13939.28,14138.66,"28,077.94",5393.00
CR4,2025-09-27,7,7,2,5,20582.42,10154.48,"30,736.90",5493.00
CR4,2025-09-28,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-09-29,7,7,4,3,11527.40,10834.68,"22,362.08",5393.00
CR4,2025-09-30,4,4,1,3,9889.91,8432.74,"18,322.65",3096.00
CR4,2025-10-01,5,5,3,2,9539.64,7138.53,"16,678.17",3795.00
CR4,2025-10-02,5,5,3,2,14431.58,6807.95,"21,239.53",3995.00
CR4,2025-10-03,10,10,5,5,20511.36,11470.99,"31,982.35",7790.00
CR4,2025-10-04,7,7,6,1,12841.25,12554.20,"25,395.45",5693.00
CR4,2025-10-05,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-10-06,9,9,7,2,20120.87,12382.23,"32,503.10",6891.00
CR4,2025-10-07,7,7,4,3,15485.27,9193.50,"24,678.77",5393.00
CR4,2025-10-08,7,7,4,3,14437.47,9506.43,"23,943.90",5493.00
CR4,2025-10-09,5,5,4,1,13598.30,6616.44,"20,214.74",3795.00
CR4,2025-10-10,13,13,6,7,28100.89,15726.50,"43,827.39",9787.00
CR4,2025-10-11,11,11,8,3,19758.97,16192.97,"35,951.94",8489.00
CR4,2025-10-12,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-10-13,4,4,2,2,8658.40,2419.04,"11,077.44",3096.00
CR4,2025-10-14,3,3,2,1,9569.20,2044.61,"11,613.81",2097.00
CR4,2025-10-15,2,2,1,1,2974.90,5215.73,"8,190.63",1498.00
CR4,2025-10-16,10,10,5,5,20687.96,14237.93,"34,925.89",8090.00
CR4,2025-10-17,6,6,4,2,13326.54,10404.09,"23,730.63",4794.00
CR4,2025-10-18,12,12,7,5,23327.87,19226.19,"42,554.06",9888.00
CR4,2025-10-19,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-10-20,9,9,7,2,10388.17,15428.58,"25,816.75",6691.00
CR4,2025-10-21,8,8,7,1,18352.90,10691.07,"29,043.97",6392.00
CR4,2025-10-22,6,6,5,1,11388.38,10274.70,"21,663.08",4594.00
CR4,2025-10-23,5,5,3,2,14112.62,7004.95,"21,117.57",4195.00
CR4,2025-10-24,6,6,5,1,12027.72,11402.11,"23,429.83",4694.00
CR4,2025-10-25,9,9,5,4,14571.66,13037.00,"27,608.66",7191.00
CR4,2025-10-26,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-10-27,7,7,5,2,16064.70,9023.21,"25,087.91",5393.00
CR4,2025-10-28,6,6,6,0,10192.79,6919.61,"17,112.40",4494.00
CR4,2025-10-29,7,7,5,2,13853.37,8830.53,"22,683.90",5393.00
CR4,2025-10-30,8,8,4,4,17820.34,11124.95,"28,945.29",6192.00
CR4,2025-10-31,5,5,3,2,9356.66,5631.18,"14,987.84",3595.00
CR4,2025-11-01,13,13,6,7,27921.22,11811.22,"39,732.44",10187.00
CR4,2025-11-02,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-11-03,8,8,6,2,14850.12,6332.14,"21,182.26",6592.00
CR4,2025-11-04,7,7,5,2,10406.02,9233.85,"19,639.87",5293.00
CR4,2025-11-05,4,4,4,0,5775.41,4897.83,"10,673.24",3096.00
CR4,2025-11-06,7,7,4,3,9115.02,11194.84,"20,309.86",5193.00
CR4,2025-11-07,10,10,7,3,16491.35,7363.18,"23,854.53",7990.00
CR4,2025-11-08,12,12,7,5,23396.83,17641.81,"41,038.64",9588.00
CR4,2025-11-09,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-11-10,8,8,8,0,8817.82,12217.11,"21,034.93",6392.00
CR4,2025-11-11,6,6,3,3,13447.43,10480.94,"23,928.37",4394.00
CR4,2025-11-12,4,4,3,1,6411.90,5527.86,"11,939.76",3196.00
CR4,2025-11-13,9,9,7,2,14544.81,12121.54,"26,666.35",6691.00
CR4,2025-11-14,7,7,4,3,17692.67,10055.43,"27,748.10",5393.00
CR4,2025-11-15,6,6,4,2,14898.73,7991.87,"22,890.60",4494.00
CR4,2025-11-16,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-11-17,9,9,4,5,17755.62,10722.34,"28,477.96",6991.00
CR4,2025-11-18,8,8,7,1,12486.67,10149.80,"22,636.47",6092.00
CR4,2025-11-19,6,6,3,3,8800.62,11187.45,"19,988.07",5094.00
CR4,2025-11-20,6,6,4,2,13554.36,10184.71,"23,739.07",4294.00
CR4,2025-11-21,10,10,2,8,26173.80,14053.84,"40,227.64",7490.00
CR4,2025-11-22,11,11,8,3,18950.90,16448.78,"35,399.68",8589.00
CR4,2025-11-23,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-11-24,6,6,4,2,9214.37,9157.29,"18,371.66",4394.00
CR4,2025-11-25,9,9,6,3,19711.00,14263.34,"33,974.34",7191.00
CR4,2025-11-26,9,9,6,3,22469.35,16894.78,"39,364.13",7091.00
CR4,2025-11-27,7,7,5,2,14651.73,7721.08,"22,372.81",5293.00
CR4,2025-11-28,7,7,6,1,14295.55,12556.02,"26,851.57",5393.00
CR4,2025-11-29,12,12,7,5,19233.05,15505.65,"34,738.70",9188.00
CR4,2025-11-30,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-12-01,8,8,5,3,13764.29,12199.66,"25,963.95",6392.00
CR4,2025-12-02,10,10,7,3,16696.31,14775.81,"31,472.12",8090.00
CR4,2025-12-03,10,10,3,7,24322.56,11398.53,"35,721.09",8190.00
CR4,2025-12-04,11,11,3,8,28041.84,15635.80,"43,677.64",8189.00
CR4,2025-12-05,10,10,6,4,21348.73,8153.34,"29,502.07",7490.00
CR4,2025-12-06,10,10,8,2,22869.42,12568.90,"35,438.32",7890.00
CR4,2025-12-07,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-12-08,6,6,5,1,9037.75,9538.25,"18,576.00",4394.00
CR4,2025-12-09,6,6,6,0,6856.56,9820.13,"16,676.69",4494.00
CR4,2025-12-10,10,10,7,3,10675.08,13126.18,"23,801.26",7890.00
CR4,2025-12-11,10,10,8,2,17241.33,9425.82,"26,667.15",7790.00
CR4,2025-12-12,9,9,3,6,17112.04,9770.86,"26,882.90",6891.00
CR4,2025-12-13,15,15,8,7,32879.75,24537.30,"57,417.05",11485.00
CR4,2025-12-14,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-12-15,7,7,5,2,11721.58,6179.72,"17,901.30",5393.00
CR4,2025-12-16,5,5,4,1,10720.65,4788.58,"15,509.23",3995.00
CR4,2025-12-17,5,5,3,2,14191.70,12003.13,"26,194.83",3995.00
CR4,2025-12-18,8,8,3,5,19354.39,10489.15,"29,843.54",6492.00
CR4,2025-12-19,10,10,7,3,20165.52,14480.40,"34,645.92",7890.00
CR4,2025-12-20,9,9,6,3,11662.37,14310.95,"25,973.32",7191.00
CR4,2025-12-21,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-12-22,5,5,3,2,8346.41,4921.04,"13,267.45",3895.00
CR4,2025-12-23,6,6,4,2,10322.06,7545.26,"17,867.32",4394.00
CR4,2025-12-24,8,8,4,4,19206.27,14340.59,"33,546.86",6392.00
CR4,2025-12-25,7,7,4,3,16734.87,11794.65,"28,529.52",5393.00
CR4,2025-12-26,14,14,10,4,29782.87,18823.47,"48,606.34",10386.00
CR4,2025-12-27,9,9,6,3,22006.06,11743.76,"33,749.82",6791.00
CR4,2025-12-28,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2025-12-29,10,10,9,1,16865.31,10745.29,"27,610.60",7490.00
CR4,2025-12-30,6,6,3,3,10567.34,5157.20,"15,724.54",4694.00
CR4,2025-12-31,9,9,8,1,14631.79,16005.75,"30,637.54",7091.00
CR4,2026-01-01,5,5,4,1,6700.14,7415.55,"14,115.69",3895.00
CR4,2026-01-02,3,3,3,0,7870.12,4820.19,"12,690.31",2497.00
CR4,2026-01-03,9,9,6,3,19062.62,10932.23,"29,994.85",6891.00
CR4,2026-01-04,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-01-05,6,6,4,2,10228.87,7591.75,"17,820.62",4594.00
CR4,2026-01-06,1,1,0,1,2424.72,699.80,"3,124.52",799.00
CR4,2026-01-07,8,8,3,5,15754.69,8505.48,"24,260.17",6292.00
CR4,2026-01-08,2,2,1,1,4687.66,2140.35,"6,828.01",1398.00
CR4,2026-01-09,10,10,7,3,21189.31,13280.12,"34,469.43",7390.00
CR4,2026-01-10,11,11,7,4,12312.21,16462.42,"28,774.63",8589.00
CR4,2026-01-11,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-01-12,5,5,4,1,9461.84,5586.22,"15,048.06",4195.00
CR4,2026-01-13,7,7,5,2,15027.27,11455.55,"26,482.82",5193.00
CR4,2026-01-14,5,5,4,1,6875.04,8499.27,"15,374.31",3695.00
CR4,2026-01-15,7,7,4,3,17960.34,10734.61,"28,694.95",5693.00
CR4,2026-01-16,6,6,4,2,14771.04,6976.48,"21,747.52",4394.00
CR4,2026-01-17,8,8,7,1,14332.75,11427.71,"25,760.46",6392.00
CR4,2026-01-18,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-01-19,5,5,3,2,9274.49,5916.03,"15,190.52",3695.00
CR4,2026-01-20,6,6,1,5,9102.82,8862.07,"17,964.89",4494.00
CR4,2026-01-21,8,8,6,2,14665.72,11460.51,"26,126.23",6092.00
CR4,2026-01-22,2,2,2,0,2718.07,2718.26,"5,436.33",1498.00
CR4,2026-01-23,7,7,4,3,16864.13,5924.25,"22,788.38",5593.00
CR4,2026-01-24,9,9,5,4,20752.45,14599.08,"35,351.53",6991.00
CR4,2026-01-25,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-01-26,6,6,3,3,14289.82,9515.58,"23,805.40",4694.00
CR4,2026-01-27,5,5,3,2,8986.44,6086.64,"15,073.08",3995.00
CR4,2026-01-28,4,4,2,2,7823.12,4602.11,"12,425.23",3096.00
CR4,2026-01-29,6,6,5,1,11954.73,8019.25,"19,973.98",4394.00
CR4,2026-01-30,4,4,3,1,6320.82,4021.01,"10,341.83",3196.00
CR4,2026-01-31,5,5,5,0,10096.66,7343.01,"17,439.67",4495.00
CR4,2026-02-01,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-02-02,7,7,3,4,13992.59,10877.65,"24,870.24",5893.00
CR4,2026-02-03,2,2,2,0,3427.55,930.16,"4,357.71",1798.00
CR4,2026-02-04,7,7,4,3,20296.05,7013.88,"27,309.93",5493.00
CR4,2026-02-05,6,6,5,1,10605.55,6135.44,"16,740.99",4594.00
CR4,2026-02-06,5,5,4,1,9984.51,13535.55,"23,520.06",3795.00
CR4,2026-02-07,10,10,6,4,25179.75,14626.72,"39,806.47",7690.00
CR4,2026-02-08,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-02-09,6,6,3,3,11974.44,4002.00,"15,976.44",5094.00
CR4,2026-02-10,6,6,4,2,5297.92,8158.12,"13,456.04",4894.00
CR4,2026-02-11,7,7,6,1,9667.80,9545.55,"19,213.35",5493.00
CR4,2026-02-12,3,3,1,2,5390.12,3477.04,"8,867.16",2497.00
CR4,2026-02-13,7,7,2,5,17182.22,13372.64,"30,554.86",5193.00
CR4,2026-02-14,9,9,4,5,20606.21,12746.99,"33,353.20",6891.00
CR4,2026-02-15,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-02-16,6,6,4,2,15859.44,5709.46,"21,568.90",4694.00
CR4,2026-02-17,6,6,3,3,10425.11,7849.16,"18,274.27",4494.00
CR4,2026-02-18,5,5,2,3,10882.10,8364.76,"19,246.86",3595.00
CR4,2026-02-19,8,8,4,4,11862.05,10297.63,"22,159.68",5992.00
CR4,2026-02-20,6,6,5,1,10686.47,9759.49,"20,445.96",4594.00
CR4,2026-02-21,8,8,4,4,19722.91,13900.93,"33,623.84",5992.00
CR4,2026-02-22,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-02-23,6,6,3,3,10217.88,6677.22,"16,895.10",4794.00
CR4,2026-02-24,5,5,5,0,7679.23,7015.79,"14,695.02",4195.00
CR4,2026-02-25,7,7,3,4,12625.16,9951.04,"22,576.20",5193.00
CR4,2026-02-26,7,7,6,1,13319.92,9071.41,"22,391.33",5393.00
CR4,2026-02-27,8,8,5,3,18549.79,16538.60,"35,088.39",6292.00
CR4,2026-02-28,12,12,8,4,25815.63,13264.11,"39,079.74",9388.00
CR4,2026-03-01,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-03-02,9,9,8,1,9280.07,9802.09,"19,082.16",7391.00
CR4,2026-03-03,6,6,6,0,11610.60,7241.41,"18,852.01",4494.00
CR4,2026-03-04,3,3,2,1,5057.70,3162.32,"8,220.02",2197.00
CR4,2026-03-05,6,6,3,3,13242.30,5417.54,"18,659.84",4394.00
CR4,2026-03-06,11,11,7,4,19178.22,12032.06,"31,210.28",8489.00
CR4,2026-03-07,13,13,5,8,30190.40,14843.79,"45,034.19",9987.00
CR4,2026-03-08,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-03-09,7,7,6,1,9805.47,8593.56,"18,399.03",5293.00
CR4,2026-03-10,7,7,4,3,17466.90,7201.90,"24,668.80",5393.00
CR4,2026-03-11,6,6,2,4,13096.52,5449.50,"18,546.02",4694.00
CR4,2026-03-12,6,6,3,3,10370.81,3248.25,"13,619.06",4594.00
CR4,2026-03-13,6,6,4,2,14571.92,8613.64,"23,185.56",4794.00
CR4,2026-03-14,11,11,6,5,16847.42,17739.92,"34,587.34",8189.00
CR4,2026-03-15,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-03-16,5,5,3,2,7052.15,4814.02,"11,866.17",3895.00
CR4,2026-03-17,5,5,5,0,8116.36,3344.67,"11,461.03",3695.00
CR4,2026-03-18,9,9,3,6,19291.36,12232.80,"31,524.16",7091.00
CR4,2026-03-19,9,9,8,1,17600.39,12959.99,"30,560.38",7291.00
CR4,2026-03-20,8,8,5,3,18975.90,11751.16,"30,727.06",6792.00
CR4,2026-03-21,14,14,8,6,26052.71,16573.28,"42,625.99",11386.00
CR4,2026-03-22,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-03-23,6,6,5,1,11766.63,5868.04,"17,634.67",4694.00
CR4,2026-03-24,7,7,2,5,18338.58,10387.47,"28,726.05",5793.00
CR4,2026-03-25,9,9,5,4,14796.91,10105.20,"24,902.11",7391.00
CR4,2026-03-26,8,8,7,1,8275.55,10751.29,"19,026.84",6292.00
CR4,2026-03-27,9,9,7,2,17059.82,12258.47,"29,318.29",6891.00
CR4,2026-03-28,11,11,8,3,17409.36,13251.80,"30,661.16",8489.00
CR4,2026-03-29,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-03-30,7,7,3,4,10633.12,7218.28,"17,851.40",5293.00
CR4,2026-03-31,7,7,4,3,8678.62,10915.11,"19,593.73",5293.00
CR4,2026-04-01,8,8,5,3,16557.47,8937.08,"25,494.55",6092.00
CR4,2026-04-02,11,11,6,5,20347.08,20054.24,"40,401.32",8389.00
CR4,2026-04-03,7,7,4,3,14242.04,9410.90,"23,652.94",5793.00
CR4,2026-04-04,10,10,3,7,25750.68,17333.49,"43,084.17",7390.00
CR4,2026-04-05,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-04-06,7,7,3,4,17038.71,11229.08,"28,267.79",5393.00
CR4,2026-04-07,4,4,3,1,7719.47,6012.64,"13,732.11",3196.00
CR4,2026-04-08,7,7,4,3,16978.91,11367.19,"28,346.10",4893.00
CR4,2026-04-09,11,11,6,5,18234.39,17451.40,"35,685.79",8989.00
CR4,2026-04-10,8,8,5,3,15849.34,9793.06,"25,642.40",6292.00
CR4,2026-04-11,12,12,7,5,23455.69,14669.36,"38,125.05",9388.00
CR4,2026-04-12,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-04-13,9,9,7,2,22405.26,11136.27,"33,541.53",7091.00
CR4,2026-04-14,11,11,7,4,28978.45,11840.20,"40,818.65",8389.00
CR4,2026-04-15,5,5,3,2,9526.68,5431.96,"14,958.64",3995.00
CR4,2026-04-16,7,7,3,4,17332.16,10804.28,"28,136.44",5593.00
CR4,2026-04-17,6,6,4,2,11641.33,9146.28,"20,787.61",4594.00
CR4,2026-04-18,9,9,7,2,16557.79,9194.64,"25,752.43",7091.00
CR4,2026-04-19,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-04-20,5,5,1,4,14011.28,6085.78,"20,097.06",3695.00
CR4,2026-04-21,9,9,2,7,20571.32,13014.92,"33,586.24",7491.00
CR4,2026-04-22,8,8,6,2,13944.26,16751.01,"30,695.27",6292.00
CR4,2026-04-23,8,8,6,2,15847.02,7386.83,"23,233.85",5992.00
CR4,2026-04-24,6,6,2,4,13212.27,8613.93,"21,826.20",4394.00
CR4,2026-04-25,8,8,4,4,22249.45,12618.11,"34,867.56",6392.00
CR4,2026-04-26,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-04-27,9,9,3,6,19202.62,9925.30,"29,127.92",6591.00
CR4,2026-04-28,4,4,4,0,6632.98,5681.08,"12,314.06",3196.00
CR4,2026-04-29,9,9,4,5,18797.22,13234.01,"32,031.23",6991.00
CR4,2026-04-30,8,8,4,4,19422.36,12658.61,"32,080.97",6392.00
CR4,2026-05-01,11,11,5,6,26391.53,15641.52,"42,033.05",8789.00
CR4,2026-05-02,7,7,5,2,17687.59,10666.05,"28,353.64",5493.00
CR4,2026-05-03,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-05-04,11,11,4,7,26140.30,14720.07,"40,860.37",8189.00
CR4,2026-05-05,5,5,3,2,8258.32,9361.73,"17,620.05",4095.00
CR4,2026-05-06,10,10,8,2,28203.28,17314.11,"45,517.39",7890.00
CR4,2026-05-07,7,7,3,4,19508.20,11894.50,"31,402.70",5593.00
CR4,2026-05-08,2,2,2,0,2644.87,2091.34,"4,736.21",1598.00
CR4,2026-05-09,13,13,7,6,34653.96,17342.96,"51,996.92",9687.00
CR4,2026-05-10,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-05-11,8,8,5,3,11768.03,14277.23,"26,045.26",6092.00
CR4,2026-05-12,7,7,4,3,15387.36,9190.52,"24,577.88",5293.00
CR4,2026-05-13,8,8,3,5,18974.30,14879.94,"33,854.24",5892.00
CR4,2026-05-14,8,8,5,3,19578.38,17842.69,"37,421.07",6492.00
CR4,2026-05-15,10,10,7,3,18069.03,16556.93,"34,625.96",7490.00
CR4,2026-05-16,11,11,6,5,24175.06,10153.42,"34,328.48",8789.00
CR4,2026-05-17,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-05-18,6,6,6,0,6380.14,7228.51,"13,608.65",4594.00
CR4,2026-05-19,7,7,6,1,15647.68,6570.72,"22,218.40",5293.00
CR4,2026-05-20,6,6,4,2,13202.05,5933.53,"19,135.58",4494.00
CR4,2026-05-21,8,8,5,3,14001.65,8027.67,"22,029.32",6192.00
CR4,2026-05-22,7,7,4,3,14129.07,8473.36,"22,602.43",5593.00
CR4,2026-05-23,12,12,7,5,30149.37,16182.01,"46,331.38",9588.00
CR4,2026-05-24,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-05-25,11,11,4,7,23196.85,12951.67,"36,148.52",8289.00
CR4,2026-05-26,9,9,6,3,15138.22,14873.50,"30,011.72",7091.00
CR4,2026-05-27,8,8,5,3,16260.15,11760.62,"28,020.77",6492.00
CR4,2026-05-28,6,6,4,2,13335.30,6185.20,"19,520.50",4694.00
CR4,2026-05-29,8,8,4,4,22856.82,14486.07,"37,342.89",6192.00
CR4,2026-05-30,12,12,8,4,23507.92,14871.96,"38,379.88",9188.00
CR4,2026-05-31,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-06-01,5,5,3,2,9551.71,7894.96,"17,446.67",3895.00
CR4,2026-06-02,7,7,1,6,19398.01,10085.44,"29,483.45",5393.00
CR4,2026-06-03,10,10,7,3,14176.60,15048.05,"29,224.65",8090.00
CR4,2026-06-04,5,5,2,3,10562.26,9073.07,"19,635.33",3995.00
CR4,2026-06-05,7,7,4,3,15841.76,5605.56,"21,447.32",5093.00
CR4,2026-06-06,10,10,6,4,16015.01,10679.52,"26,694.53",7890.00
CR4,2026-06-07,0,0,0,0,0.00,0.00,0.00,0.00
CR4,2026-06-08,9,9,4,5,20451.06,10633.02,"31,084.08",6491.00
